gene_symbol,RED,pvalue,p_adj,padj,APAreg,APAreg2,gene_label
CSRP1,0.439762989894845,0.161672037368264,0.503048466259554,0.444156915024485,NC,NC,no
CSTB,0.292241742262407,0.0527498212070127,0.327839789834215,0.146157337534351,NC,NC,no
CSTF1,0.17553305123806,0.403299919253623,0.714182304428144,0.68085311008758,NC,NC,no
CSTF2,0.3535966565771,0.177437887620404,0.515639259711415,0.380066043042599,NC,NC,no
CTBP1,0.0189086841256687,0.829487572974769,0.937743168260885,0.959916587827821,NC,NC,no
CTC1,0.984580366116472,0.0454993988328321,0.311462068338759,0.0246014391340164,UP,distal,no
CTCF,0.0118347351033238,0.954241084507669,0.984574754384508,0.994141609856073,NC,NC,no
CTDP1,0.198880130728028,0.467195107279192,0.754792372176677,0.756265393771288,NC,NC,no
CTDSP1,0.320249881551329,0.463178699228653,0.753356539034666,0.727993552946469,NC,NC,no
CTDSPL,0.0053655013216396,0.973663387477608,0.990154313230782,1,NC,NC,no
CTDSPL2,0.430537000514907,0.0672046321893451,0.356662785813865,0.2333838789689,NC,NC,no
CTHRC1,0.987441412037496,0.0308041895363148,0.264698899136774,0.0568575922481316,UP,NC,no
CTIF,0.177158113098305,0.0300641492488592,0.264590062171962,0.05010147041444,UP,NC,no
CTNNA1,-0.124741327040796,0.574664917829617,0.822617633080169,0.825098482872221,NC,NC,no
CTNNA2,0.0209337301939013,0.767324699559209,0.913791253150223,0.957355891727429,NC,NC,no
CTNNB1,0.0968485204614426,0.306822945124507,0.642333525278757,0.618669218505039,NC,NC,no
CTNNBIP1,0.0387650132693467,0.787689948575846,0.921834041238828,0.94754048281961,NC,NC,no
CTNNBL1,0.304383195360068,0.664165972492032,0.869523889701213,0.881450616835389,NC,NC,no
CTNND1,0.1179463563326,0.236734302181508,0.580009154375314,0.561115354924102,NC,NC,no
CTNND2,0.519707816615057,0.0103001491058146,0.175378358517115,4.35109531081939e-06,UP,distal,no
CTNS,0.34065548712532,0.418638814182836,0.727331044258311,0.648829908053214,NC,NC,no
CTPS1,-0.0767244635960265,0.330508301219675,0.663235028369461,0.806988080346839,NC,NC,no
CTPS2,-0.18619800034938,0.26542839309289,0.609186966330781,0.624602731665084,NC,NC,no
CTR9,-0.0180604379061015,0.939750823829544,0.979568327085155,0.988752824210526,NC,NC,no
CTSD,-0.0626881737716266,0.67107681221669,0.872618614035927,0.866885028223235,NC,NC,no
CTTNBP2,0.379615877219663,0.492262221329301,0.770757533285768,0.75329393791417,NC,NC,no
CTTNBP2NL,0.0925624170261191,0.474365758542959,0.759006639403085,0.779475306906349,NC,NC,no
CTXN1,0.22217750961162,0.496999013419927,0.772777528519277,0.841243056194338,NC,NC,no
CUEDC1,0.826351613863997,0.133004462228352,0.467535692215957,0.28565603908386,NC,NC,no
CUEDC2,0.057732796308907,0.802662368548744,0.927861458829801,0.972940628431891,NC,NC,no
CUL2,0.643953261345514,0.0061455872886846,0.148074761562716,1.13357190407966e-06,UP,distal,no
CUL3,0.244986360407963,0.307628716464094,0.642763339021029,0.549575713327317,NC,NC,no
CUL4A,-0.108359669999253,0.576410926515791,0.824025709113071,0.833940134402009,NC,NC,no
CUL4B,0.000104355935561018,0.999491349943375,0.999655408371843,0.994995619746098,NC,NC,no
CUL5,0.0376679830984616,0.808545611514796,0.931470838631273,0.914452520111929,NC,NC,no
CUTA,0.54245808344084,0.420031104762457,0.728677859265918,0.610032061662492,NC,NC,no
CUX2,0.0991286889680669,0.737576927445116,0.900988367404939,0.886083548262812,NC,NC,no
CWC15,0.669431680897214,0.125225697467324,0.460259342633118,0.210583058154888,NC,NC,no
CWC22,0.61654692149848,0.00829005885302345,0.165142007313443,0.0763675537586759,UP,NC,no
CWC25,0.27149013597628,0.234044015713018,0.577442570218614,0.415302542607574,NC,NC,no
CWF19L1,-0.103999330082757,0.632401662223481,0.851432595034226,0.860181227859481,NC,NC,no
CWF19L2,0.414212211248679,0.00837220404041903,0.165142007313443,0.035130231715967,UP,distal,no
CXCR4,-0.137742991463632,0.67043276246725,0.87220274000743,0.872149203999495,NC,NC,no
CXXC5,-0.0207953006317037,0.772848260162507,0.915098524817665,0.952174119265198,NC,NC,no
CXorf38,0.040050642971679,0.741034892431644,0.902101754790069,0.954611127197338,NC,NC,no
CXorf57,-0.353119488657981,0.0741811981796309,0.375382619092925,0.710132403137574,NC,NC,no
CYB561A3,0.639550486706248,0.279518309337467,0.621590465052089,0.605551044746459,NC,NC,no
CYB561D1,0.181805060222743,0.133430793177229,0.467535692215957,0.411902462193659,NC,NC,no
CYB5A,-0.151069220043707,0.74757576144064,0.905242568758663,0.968052216644831,NC,NC,no
CYB5B,0.170853127313747,0.003276040695512,0.113697629908538,0.0834019982651451,UP,NC,no
CYB5D1,0.239808907737952,0.527145444069655,0.792810539221031,0.757335169875864,NC,NC,no
CYB5R1,-0.00514968665535542,0.976950639974799,0.991042953181852,0.990307862324354,NC,NC,no
CYB5R3,2.09780494405132,0.00206562307007241,0.103296912259876,8.85518846081668e-16,UP,distal,no
CYB5R4,0.189421746132117,0.555664967902472,0.808252605990879,0.808513228859446,NC,NC,no
CYB5RL,-0.361597013099752,0.0968672715983463,0.414435156566596,0.319325348221868,NC,NC,no
CYCS,-0.00465125812233325,0.940523426224246,0.979654289150071,0.989226158781072,NC,NC,no
CYFIP2,0.642682209383198,0.00108117540029762,0.0808225781300524,5.12145751591238e-14,UP,distal,no
CYGB,0.169467798811557,0.428427989256977,0.734111163868937,0.734674344401372,NC,NC,no
CYHR1,1.3158052419323,0.00137506320010102,0.0866247505427014,8.64639920697795e-19,UP,distal,no
CYLD,0.183409549400453,0.218521656590572,0.558850193887589,0.389524730805159,NC,NC,no
CYP1B1,-0.257624759328126,0.3263266483585,0.659447890365081,0.85068475651184,NC,NC,no
CYP2R1,0.176126324118264,0.785724752944815,0.920903205064354,0.983554453827822,NC,NC,no
CYP2U1,0.323838654249834,0.290821221866099,0.628958594908826,0.5250088989256,NC,NC,no
CYP4V2,0.282311121424147,0.249346499496441,0.592229282243474,0.786751729914083,NC,NC,no
CYP51A1,0.0172482248479167,0.381219044701639,0.701542060184705,0.894322467545398,NC,NC,no
CYSTM1,-0.0425634300422835,0.763935944372585,0.912494413957184,0.947471351354819,NC,NC,no
CYTH1,-0.17282907989587,0.127957902825387,0.461364753953113,0.30591431469302,NC,NC,no
CYTH2,1.4297873752045,0.0480743125468996,0.318919947935191,0.0193006698071475,UP,distal,no
CYTH3,0.0958454007061477,0.461139348866425,0.752804674359129,0.78077065381737,NC,NC,no
CYYR1,0.587815109035078,0.309480789815103,0.644822718782186,0.491976030023251,NC,NC,no
DAAM1,0.159155801354241,0.335357893480065,0.665646160102223,0.632564940669856,NC,NC,no
DAB1,0.131315118220683,0.144401790583798,0.478077890787949,0.528925773350457,NC,NC,no
DAB2,-0.102559440296213,0.942877652740751,0.98066473424372,0.997805759658398,NC,NC,no
DAB2IP,-0.104678208816353,0.250765764987467,0.592817966278346,0.514059905442614,NC,NC,no
DACH1,0.0342484250546147,0.744909037748782,0.903563615789307,0.934981644961337,NC,NC,no
DACT3,-0.230795792086384,0.67221076342492,0.873078638025472,0.895617591768799,NC,NC,no
DAG1,0.226497400663967,0.0562881259079055,0.335974197184087,0.194303391670146,NC,NC,no
DAP3,-0.224937770365637,0.526856323269758,0.792810539221031,0.841622301850383,NC,NC,no
DAPK1,0.575510957578524,0.393585548928663,0.709867084773903,0.685783971836397,NC,NC,no
DARS,0.632528769907523,0.0298647953359855,0.264590062171962,0.0277923129168218,UP,distal,no
DARS2,0.396096938840623,0.0152479783895062,0.206957714347991,0.399385654097915,NC,NC,no
DAZAP1,0.43418698711301,0.13622847962149,0.471278700253057,0.225171356236465,NC,NC,no
DBI,-0.137802925480203,0.334016378872166,0.665002853625197,0.660026463528229,NC,NC,no
DBNDD1,-0.12283465113105,0.435806229958806,0.739211432772947,0.728290637922974,NC,NC,no
DBNL,0.757636797041125,0.038970003327023,0.292791594455947,0.00471981853950975,UP,distal,no
DBR1,0.154705788404253,0.421079372554585,0.728702566736529,0.849792587317448,NC,NC,no
DBT,0.177349642948948,0.119129032102933,0.451111273356109,0.407583220221751,NC,NC,no
DCAF10,0.524994849601784,0.19906458827084,0.540579765388617,0.388177647651084,NC,NC,no
DCAF11,0.367781757904892,0.0148422098158372,0.20522370350763,0.0167798243407362,UP,distal,no
DCAF12,0.27927130568424,0.174126798363236,0.5109500640047,0.359620891618268,NC,NC,no
DCAF13,1.14652162259546,0.00907660478596988,0.167938732328725,1.34737912046545e-13,UP,distal,no
DCAF17,0.0735498284875997,0.464266886389141,0.753363722983943,0.751251017206466,NC,NC,no
DCAF5,0.05296170871285,0.492667630219918,0.77088121910515,0.77137617354037,NC,NC,no
DCAF6,-0.212101928833088,0.137063076263622,0.472862703449411,0.599897942853454,NC,NC,no
DCAKD,0.22316238214859,0.079161108452093,0.384108245630272,0.309392582552784,NC,NC,no
DCC,-0.0271146539182819,0.692629641978681,0.882833730234684,0.904309962156479,NC,NC,no
DCDC2,-0.91232186472207,0.104750886080177,0.428863722518975,0.683562258371572,NC,NC,no
DCHS1,1.2387472547011,0.00569369516793762,0.14567863233841,2.09246471942466e-11,UP,distal,no
DCK,-0.134558457696806,0.274550063202922,0.617281819128817,0.597215171360665,NC,NC,no
DCLK1,0.0889654025890657,0.498440976733634,0.773932570711768,0.79400864418972,NC,NC,no
DCLK2,0.161122976243964,0.177474848925515,0.515639259711415,0.494099589080405,NC,NC,no
DCLRE1B,0.554811253612692,0.0207165996886076,0.23485919020467,0.0196204877934483,UP,distal,no
DCP1A,0.0610546983405423,0.110300760873594,0.436581503234307,0.619423589693419,NC,NC,no
DCPS,0.819137483666887,0.0193280200845173,0.228995020566564,0.3117874446885,NC,NC,no
DCTD,0.839015320712617,0.0254449246862888,0.251449011764493,0.0118218902776576,UP,distal,no
DCTN1,1.46055502655609,0.00547422144858181,0.144399376926966,1.68445184819264e-28,UP,distal,no
DCTN2,-0.240644413426241,0.140905485051929,0.475358807569459,0.260715066012335,NC,NC,no
DCTN3,0.260390559547881,0.113475774042145,0.441502393788355,0.143440745537956,NC,NC,no
DCTN4,-0.0212765687244393,0.44633780576715,0.746547596407252,0.893882687932559,NC,NC,no
DCTN5,-0.221667056840437,0.225192653753622,0.566178123436627,0.455805627062908,NC,NC,no
DCTN6,-0.0376542494303767,0.816124057899321,0.933974955615683,0.93811312978426,NC,NC,no
DCTPP1,-0.0284298399333003,0.889492008431439,0.961835445554902,0.963062028377161,NC,NC,no
DCUN1D1,0.197260240008499,0.384482544349634,0.703527589544721,0.67958785061092,NC,NC,no
DCUN1D2,0.582938134666231,0.171840221215083,0.510401891355462,0.384920780830226,NC,NC,no
DCUN1D3,-0.221511674343997,0.204225955401766,0.54539800000811,0.453795653680977,NC,NC,no
DCUN1D4,0.0954916181669449,0.518928591737225,0.788157839135186,0.841223371004077,NC,NC,no
DCUN1D5,0.768364195362369,0.000870459727515503,0.073980921195516,9.7078718552775e-10,UP,distal,no
DCX,0.0318424925301879,0.646165786904239,0.859250112653253,0.875306116254424,NC,NC,no
DCXR,1.15132835033028,0.0352185638400357,0.280935673039909,0.00389240477618426,UP,distal,no
DDA1,0.183785640340857,0.202434806928687,0.542828165126362,0.409363672148721,NC,NC,no
DDAH1,-0.10810075693023,0.469169663938378,0.756329253470627,0.78338755317227,NC,NC,no
DDB1,0.164240721555116,0.338371669403546,0.667858238218397,0.630925655241963,NC,NC,no
DDHD1,0.28439896456964,0.097865515987932,0.416466630773002,0.290234833174489,NC,NC,no
DDIT4,0.275923113236285,0.0167102651063258,0.217632772570438,0.399902679493794,NC,NC,no
DDN,0.144230254594921,0.678617602395067,0.875847703263425,0.954611127197338,NC,NC,no
DDOST,0.0273663957225894,0.707167011419967,0.888755153997461,0.952874194691455,NC,NC,no
DDR1,0.363094699000469,0.151297029541656,0.488132720538539,0.289569986940661,NC,NC,no
DDR2,-0.156117976395134,0.777679459446923,0.91708704563606,0.973295306014156,NC,NC,no
DDRGK1,1.05916271762114,0.0203279750499036,0.232296295529946,3.05131618238961e-05,UP,distal,no
DDX19B,0.106919754435626,0.278890362837063,0.620816043782722,0.666321819132851,NC,NC,no
DDX20,0.467643580414674,0.304613599291326,0.641328424014687,0.509335067750416,NC,NC,no
DDX21,-0.0279932765080297,0.787529134036531,0.921834041238828,0.968403849618581,NC,NC,no
DDX23,0.114468925773859,0.185504378196595,0.523724939913565,0.439878038492188,NC,NC,no
DDX24,0.557207626840676,0.253003814164495,0.59473524331634,0.611672118070294,NC,NC,no
DDX28,0.647351921591767,0.126274453816097,0.460259342633118,0.385341869702576,NC,NC,no
DDX31,0.151337570149883,0.638516433782408,0.854531343662327,0.882661562931012,NC,NC,no
DDX41,0.876644539487207,0.00589429112341148,0.145722779649998,0.000601211948854462,UP,distal,no
DDX46,-0.362561675695774,0.132421878187069,0.467451796085176,0.547791288444406,NC,NC,no
DDX5,0.247836455981179,0.0271115807354976,0.258179502030914,0.0140861454939221,UP,distal,no
DDX50,0.0140153349653005,0.984766239452321,0.992731236357935,0.947149829019766,NC,NC,no
DDX52,0.509052388168548,0.0640928118864174,0.351196884930601,0.013016942614541,UP,distal,no
DDX54,-0.099583223583227,0.830717526467696,0.937842306884964,0.988243522930264,NC,NC,no
DDX56,1.62402921153997,0.00652139045591525,0.150570653592752,0.00373370274510045,UP,distal,no
DDX6,-0.0109944725605133,0.70305133976596,0.886766017378161,0.917845173778237,NC,NC,no
DECR1,0.586366949383913,0.0216587509947475,0.237910466353156,0.00889127759546119,UP,distal,no
DEDD,-0.0416257917361303,0.711008823008354,0.890174502741507,0.937070151190768,NC,NC,no
DEF8,0.184358382354087,0.110487070074771,0.436587223357362,0.509344290683,NC,NC,no
DEGS1,-0.0790121876503397,0.807852182300554,0.930823339014381,0.947980991826852,NC,NC,no
