gene_id,gene_name,fisher_APA_sig,fisher_padj,APA_log2FC_plotting,deg_log2FC,deg_padj,deg_sig,coordinated_change,text_label
ENSG00000000457,SCYL3,longer,5.55863126304511e-05,0.662127585128887,0.151975347812762,0.113714674942691,no,no,no
ENSG00000001036,FUCA2,longer,4.82715363244207e-28,0.539966200066672,0.473509138434283,0.000101819696927607,no,no,no
ENSG00000001084,GCLC,longer,9.55202698932505e-06,0.365347188182132,-0.000186741669672202,0.998691516373801,no,no,no
ENSG00000001167,NFYA,longer,1.50471955346365e-19,0.647721078731754,-0.282283915152337,1.97653155157061e-05,no,no,no
ENSG00000001497,LAS1L,longer,1.24368184601824e-06,0.689013054786878,-0.380621620131227,3.39965442847194e-06,no,no,no
ENSG00000001629,ANKIB1,longer,2.5706519399886e-12,0.151328415696407,0.542044036497215,4.81467842272802e-23,no,no,no
ENSG00000002586,CD99,longer,0.0247799058842063,0.475274707347022,-0.908072060856973,4.49703813586344e-06,dn,longer,no
ENSG00000002746,HECW1,shorter,5.53278955699432e-23,-2.74135942241303,-0.144160080432682,0.0555227851451458,no,no,no
ENSG00000003137,CYP26B1,longer,0.00480985051353227,0.477701670434489,0.293604980564308,0.220017967280326,no,no,no
ENSG00000004139,SARM1,longer,2.05962925429492e-09,1.48470014463952,-0.381772940351839,1.64564285592344e-05,no,no,no
ENSG00000004142,POLDIP2,longer,8.72281613076722e-18,0.249535688609286,-0.109568848235461,0.132530770769856,no,no,no
ENSG00000004455,AK2,longer,1.35886859682195e-17,1.80668638538563,0.083256826883841,0.446978451861278,no,no,no
ENSG00000004534,RBM6,longer,1.37321696980207e-23,2.16149094569831,0.387614276028368,3.46812883770617e-19,no,no,no
ENSG00000004700,RECQL,longer,0.0267653826567972,0.254655807384245,0.0734269578560442,0.417460910543297,no,no,no
ENSG00000004864,SLC25A13,longer,7.99755209169547e-06,0.225314590852135,0.56807013470026,1.52946494490785e-10,no,no,no
ENSG00000004866,ST7,shorter,0.0280354190609677,-0.243164545770558,-0.0748978057336751,0.190794408765967,no,no,no
ENSG00000004897,CDC27,longer,1.04402054085147e-16,0.304302445259446,0.0253762130723084,0.756727830586385,no,no,no
ENSG00000004961,HCCS,longer,2.01596866534544e-07,0.128595303534115,0.188569788170825,0.0647362645937321,no,no,no
ENSG00000005020,SKAP2,longer,6.97105912350116e-09,3.4429979812401,0.449642639958053,5.84180136402943e-08,no,no,no
ENSG00000005022,SLC25A5,longer,8.60751113799387e-40,2.74704079511725,-0.535214193922892,8.77798916900349e-26,no,no,no
ENSG00000005156,LIG3,shorter,0.0455493239296131,-0.189009560188183,-0.158374452152999,0.0128545916848868,no,no,no
ENSG00000005194,CIAPIN1,longer,9.49793170771388e-59,0.70314294527631,-0.370591477186622,4.84279618933063e-08,no,no,no
ENSG00000005206,SPPL2B,longer,3.09837507747957e-15,0.272013102518133,-0.199651638413985,0.0672119042484412,no,no,no
ENSG00000005339,CREBBP,longer,7.34373053008284e-08,0.325211535201689,0.369794550008571,6.23929353047367e-10,no,no,no
ENSG00000005483,KMT2E,shorter,6.01129134764484e-08,-1.45745902438617,0.213248576372971,0.00810759866643351,no,no,no
ENSG00000005700,IBTK,longer,4.64438711304402e-07,0.873396179688867,0.310347748285727,2.49000257257856e-09,no,no,no
ENSG00000005801,ZNF195,longer,5.15524068932866e-21,2.64190487797802,0.0433190015712225,0.582475357390291,no,no,no
