gene_symbol,RED,pvalue,p_adj,padj,APAreg
TBL2,-0.110792092936587,0.716457630731896,0.916554514842715,0.968866141501891,NC
TBRG1,-0.0341948309205817,0.823658690479909,0.948326098344648,0.981122049855651,NC
TBX2,0.0383549712062994,0.920438306566575,0.975422673744985,0.845156282031028,NC
TBX3,0.845436327261153,0.021171334873896,0.68361214912577,0.824491101881246,NC
TCAF1,-0.743214856990159,0.113664546997477,0.73771063307387,0.78850326951852,NC
TCAF2,0.277165771903828,0.545717961575109,0.862325116241903,0.898934980281883,NC
TCEA1,0.173159947263347,0.208470260752123,0.754470411747875,0.864366489473557,NC
TCEAL7,-0.382246737497793,0.422855622753466,0.81999872189985,0.930842766316576,NC
TCEAL8,-0.234104593077518,0.466814905454761,0.83677633103073,0.874736971215152,NC
TCEAL9,-0.606920517081682,0.100987860341967,0.730241022744498,0.677947248032776,NC
TCERG1,-0.432726881585237,0.216436751368856,0.758120828312175,0.878641180716759,NC
TCF20,-0.181599775016425,0.469428595877558,0.838367257632377,0.921783390848745,NC
TCF25,-1.98125567282474,0.039641172806622,0.705990789361112,0.299676069821139,NC
TCF4,0.00102272682072295,0.997390319226538,0.999246401029451,1,NC
TCF7L2,0.717233725005567,0.112057684930387,0.73770624576971,0.822229106578076,NC
TCHP,-0.499254782905221,0.389869403777553,0.813013819018683,0.913302982890981,NC
TCIM,-0.390195019158378,0.225504317803024,0.763127973966591,0.858256101281194,NC
TCN2,0.102392220612629,0.744183489619882,0.923110867602802,0.941145084085909,NC
TCOF1,-0.53624327753958,0.384148555128997,0.812988200865685,0.808061100460059,NC
TCP11L1,0.0636941176933068,0.917002086643176,0.974572797770355,1,NC
TCTA,-0.462267966997268,0.130852101129627,0.738346912667934,0.772507555697995,NC
TCTN3,0.0710480202731665,0.82598201048345,0.95006226622753,0.983717585887628,NC
TDP1,-0.111355427814581,0.671917443811333,0.898181917007323,0.935470644761825,NC
TDP2,0.302358227743654,0.279307904118844,0.776087007582496,0.867918022958535,NC
TDRKH,0.626883706381454,0.04294981339981,0.725842383062496,0.333364005099488,NC
TDRP,0.0534942737828321,0.89781055093407,0.968805302528613,0.995793069096941,NC
TEAD1,0.403656626124578,0.320556872272175,0.791657321170245,0.899565999838049,NC
TEAD4,-0.270494543358347,0.593839553220286,0.876772076645558,0.922558174294204,NC
TENM2,0.918448005243072,0.0176056056013288,0.68361214912577,0.3718037170111,NC
TENM3,0.440751970998845,0.0535533791214523,0.725842383062496,0.665079886725447,NC
TENM4,0.220472142546342,0.43778306058964,0.827311709238573,0.922558174294204,NC
TEP1,0.0888596554521787,0.848362546034595,0.954777435262566,0.964028729973742,NC
TERF1,0.00858372783539974,0.979130494531886,0.993504764899656,1,NC
TERF2,0.00382466602516607,0.988775072277398,0.996074377183477,1,NC
TERF2IP,-0.0353051881229236,0.798976235523588,0.940994937633493,1,NC
TET2,0.435907840136247,0.11352525653615,0.73770624576971,0.808061100460059,NC
TET3,0.43083711400959,0.202391512860142,0.749578813747351,0.841465362610732,NC
TEX2,0.057887733682593,0.759955968776952,0.926147393137381,0.963698139110664,NC
TEX261,0.104426245320939,0.449795154127948,0.829089043094993,0.922558174294204,NC
TFAM,0.113388448621312,0.733333577006741,0.920472003969311,0.921197618486415,NC
TFAP4,0.129482813121648,0.712272312330975,0.915819114560376,0.993537561029161,NC
TFCP2,-0.0270774966460324,0.915967488000332,0.974572797770355,0.982265304562297,NC
TFDP1,-0.205777029680907,0.235528505339012,0.76478505516426,0.861886258451905,NC
TFDP2,-0.313080902746547,0.256911916644823,0.771170457069233,0.856323143729634,NC
TFPI2,-0.718832435190926,0.170134128697833,0.738408351445407,0.83359686695399,NC
TFRC,0.453334676065976,0.0222583036406348,0.68361214912577,0.681229417317296,NC
TGFB2,-0.139011269971001,0.356308836002594,0.806975832138708,0.898934980281883,NC
TGFB3,-0.199823833269849,0.247797732949618,0.766150920686478,0.927951356948925,NC
TGFBI,-0.00726563722517004,0.911319742356671,0.97450785935568,1,NC
TGFBR1,0.301144414495492,0.437794670934344,0.827311709238573,0.895523277095635,NC
TGFBR2,-0.38098988012834,0.126397958513309,0.737906535562952,0.849949871647212,NC
TGIF2,0.358358672135275,0.269200769372562,0.774889612666614,0.798853561568059,NC
TGOLN2,-0.0397858797299752,0.851746878929954,0.955723569400214,0.952748350503322,NC
THAP11,0.155094963769258,0.60255283175754,0.878862264045636,0.907452926387854,NC
THAP7,0.554691763015632,0.286046108154516,0.776087007582496,0.8839529998809,NC
THBS1,-0.101167848547583,0.658970771426458,0.895569752258913,0.993537561029161,NC
THEM4,-0.648491510713642,0.0133572303454202,0.635467974130558,0.297929987316451,NC
THG1L,0.0201305264344168,0.947159053860054,0.986547069701118,0.978425168289852,NC
THOC2,0.356829460527006,0.324341632020313,0.794014384198506,0.880804317992794,NC
THOC5,-0.355837613598567,0.308256259729471,0.789393856272277,0.865210992194945,NC
THRAP3,0.0581229391014575,0.698903428478564,0.910485058130102,0.951057147017322,NC
THUMPD3,-0.183887416063513,0.492922382252853,0.843122251407311,0.921197618486415,NC
THY1,0.38791958250023,0.01973923964642,0.68361214912577,0.802921118868681,NC
TIA1,0.232968099113078,0.14608300157349,0.738408351445407,0.835044275242034,NC
TIAL1,0.107839568398123,0.558830845963654,0.865569779458255,0.926814987876899,NC
TIAM2,-0.222258303048247,0.722771590615081,0.918774326307857,0.966580979174531,NC
TIGD5,0.0381440002593623,0.879054744852351,0.964837683225614,0.983413691989622,NC
TIMELESS,0.0481306266202841,0.915471046351844,0.974536224933926,1,NC
TIMM10B,0.412095359853504,0.185902979415659,0.742695262191925,0.873977427605461,NC
TIMM17A,0.0163557181614662,0.907397769331592,0.973872860353999,0.984352359566902,NC
TIMM22,0.0612878852092313,0.716986324704243,0.916554514842715,0.949082126799374,NC
TIMM29,0.169980009801206,0.594222314536618,0.876772076645558,0.917970255895211,NC
TIMM50,-0.453152518719605,0.203418007904395,0.749578813747351,0.8538281502126,NC
TIMM8A,0.0984777664794438,0.8854412454206,0.966141008179606,0.970978768998761,NC
TIMP2,0.0872709210524857,0.594754969751098,0.876772076645558,0.911973118936513,NC
TIMP3,0.133838539532901,0.717725719359613,0.916874022968404,0.967114583621408,NC
TIPRL,-0.0266819381198236,0.93075076221428,0.978557004445752,0.941145084085909,NC
TJP1,0.058056965218567,0.889764231458022,0.967224641003267,0.989763235480926,NC
TLDC1,-0.0945514682792594,0.738158097814763,0.921101107126043,0.944528035703356,NC
TLE3,-0.0789905914268243,0.664370027403738,0.895569752258913,0.917970255895211,NC
TLE4,-0.049089887044894,0.815678213942647,0.946172505362416,0.981122049855651,NC
TLK1,-0.388299585115188,0.229778291630537,0.763127973966591,0.788177172721146,NC
TLK2,-0.295968777068169,0.17217040469116,0.738408351445407,0.858256101281194,NC
TLN2,-0.218591052757409,0.507995414007428,0.849372162534568,0.914309487316062,NC
TLNRD1,0.615421491236877,0.122063249173256,0.737906535562952,0.788924033931081,NC
TM2D1,0.134701538581992,0.667478991969263,0.895569752258913,0.938664148681351,NC
TM2D2,0.290883448309097,0.351122051923233,0.806975832138708,0.8839529998809,NC
TM4SF1,0.716944396178245,0.00906183169160479,0.578256310908628,0.505271612314146,NC
TM7SF3,0.095650716762425,0.651998518982492,0.895350902817641,0.935598812000841,NC
TM9SF2,0.0278417356690738,0.949173843418328,0.986889644586029,0.978267624539796,NC
TM9SF3,0.122440935550343,0.697689529296707,0.909405749428624,0.925964377519752,NC
TM9SF4,0.348529287244893,0.267226665340671,0.773289891180735,0.849949871647212,NC
TMBIM6,-0.0237053794096981,0.695396852449355,0.908989818673042,0.971108008072802,NC
TMCC1,0.392001130354771,0.148770478024443,0.738408351445407,0.725393987088003,NC
TMCC3,0.295250678603954,0.566640812342496,0.867384032235098,0.938178062856368,NC
TMCO1,0.137842337816306,0.543476510948612,0.861487908425455,0.921197618486415,NC
TMCO3,0.248141151535146,0.649445841564012,0.894950733406312,0.98763258095202,NC
TMED10,0.14842400615401,0.160683016510751,0.738408351445407,0.849938405798809,NC
TMED2,-0.0702737434799576,0.789209500141266,0.938376443197457,0.963496846562036,NC
TMED4,-0.083217261343727,0.682127483780794,0.903062887524069,0.938178062856368,NC
TMED5,0.137925616841174,0.390581621575465,0.813253282482247,0.9359019864253,NC
TMED7,-0.250835128627469,0.319285467346371,0.791581534570342,0.873762495626649,NC
TMED8,-0.260066597799493,0.307189725991389,0.789393856272277,0.906102142609485,NC
TMED9,-0.505719197534624,0.278697633361285,0.776087007582496,0.820020042552066,NC
TMEFF2,-0.0692414421359908,0.864966923071533,0.961087142393081,0.9402967838867,NC
TMEM104,-0.0600608156170335,0.892352440488922,0.967224641003267,0.984352359566902,NC
TMEM106B,-0.0957284736484073,0.720310932737996,0.917982467440521,0.950129145193968,NC
TMEM106C,-0.595564887273361,0.267047843068725,0.773247345381803,0.824491101881246,NC
TMEM107,0.255851533501272,0.552655951889674,0.864693153975039,0.925964377519752,NC
TMEM108,-0.459116693618312,0.318914639701278,0.791581534570342,0.841465362610732,NC
TMEM115,0.126270227231498,0.601045945688133,0.878862264045636,0.918169100268986,NC
TMEM116,-0.000628477989293774,0.99889230385416,0.999505225796007,0.971108008072802,NC
TMEM117,0.388462989044289,0.449330158370676,0.829089043094993,0.921197618486415,NC
TMEM123,0.0478451584151045,0.84082966902122,0.953342016553331,0.993973096705152,NC
TMEM127,0.0953240850038007,0.685610735373101,0.904516691535857,0.943117255436186,NC
TMEM128,-0.441992347397325,0.0496482249415864,0.725842383062496,0.720449322823626,NC
TMEM130,-0.1105129101786,0.490624920081307,0.843122251407311,0.963698139110664,NC
TMEM131L,0.361878148653682,0.487097474291808,0.843122251407311,0.894070305791239,NC
TMEM135,0.373011223104648,0.397539922695546,0.814736460992231,0.870824458327668,NC
TMEM136,-0.608717220771477,0.385991977427502,0.812998075838268,0.879226320053684,NC
TMEM138,-0.505067307481864,0.143923922818998,0.738346912667934,0.720261299491652,NC
TMEM141,-0.357892077354395,0.592556706630329,0.876772076645558,0.917806529681675,NC
TMEM143,-0.634359253011047,0.180409448690677,0.740947370627169,0.831518361736572,NC
TMEM14A,-0.0283091909667981,0.932935588512101,0.979489993787224,0.980820930438091,NC
TMEM158,0.109687882356216,0.822326372583935,0.948195551418373,0.962221976100594,NC
TMEM159,0.411236419622056,0.0700452062752943,0.725842383062496,0.858256101281194,NC
TMEM167A,0.183700034381955,0.644837910427967,0.894584691582102,0.949082126799374,NC
TMEM167B,0.155797077271855,0.552831822497715,0.864693153975039,0.921197618486415,NC
TMEM168,-0.0636488686986907,0.783914664229443,0.934167900364778,0.956064567343901,NC
TMEM169,0.326345735139818,0.366374967848146,0.81072196739751,0.849949871647212,NC
TMEM170A,0.205200132038163,0.329385394999593,0.795001584535477,0.849938405798809,NC
TMEM170B,0.333099661313017,0.192337473417421,0.742695262191925,0.846459455904563,NC
TMEM178A,-0.268112552539195,0.595330040107339,0.876772076645558,0.917970255895211,NC
TMEM178B,0.641877439194388,0.338018271184508,0.797706117041054,0.8839529998809,NC
TMEM18,-0.0413983248146907,0.914616115632602,0.974536224933926,0.98666419924027,NC
TMEM181,0.524370362192708,0.107446304548939,0.736878420150655,0.720261299491652,NC
TMEM185B,0.00172006915278178,0.99431590293248,0.998219248673521,0.982265304562297,NC
TMEM189,0.500884032923221,0.402256841252369,0.814736460992231,0.845254481587038,NC
TMEM192,0.0429457225433701,0.922813932946531,0.976276466004355,0.995374872529563,NC
TMEM198,-1.11832847521957,0.00449229908087916,0.498470077692847,0.0561746554371892,DN
TMEM200A,0.106296428070324,0.813223797985862,0.944560683736525,0.965088897505662,NC
TMEM200C,-0.862389574253054,0.176799130069908,0.738408351445407,0.802921118868681,NC
TMEM201,0.386552488757425,0.280998434983241,0.776087007582496,0.851967563790683,NC
TMEM203,-0.14542823147216,0.629916225453081,0.890652006339346,0.943152826810542,NC
TMEM206,-0.194400577288333,0.384929691763882,0.812988200865685,0.921197618486415,NC
TMEM214,-0.523946170833884,0.262883305129515,0.773118068118475,0.836008359202075,NC
TMEM234,0.222084004338793,0.289483674574711,0.777311864826745,0.876193988368411,NC
TMEM237,-0.356465331628581,0.429692532338463,0.822302645489141,0.904574480495984,NC
TMEM238,-0.279456843711219,0.734448594870058,0.921002691305006,0.921197618486415,NC
TMEM241,-0.113177434911638,0.766739183334761,0.927778786776827,0.921197618486415,NC
TMEM242,0.112817660704323,0.68648732733968,0.905000137751246,0.944494887774738,NC
TMEM245,0.429621696462359,0.0770736177457682,0.725842383062496,0.712301970704464,NC
TMEM246,0.205044095783599,0.27945469161267,0.776087007582496,0.858256101281194,NC
TMEM248,0.272235927686463,0.106866276283712,0.736878420150655,0.823050500574364,NC
TMEM250,0.116686064518118,0.717890652707505,0.916874022968404,0.963698139110664,NC
TMEM260,0.27852584708936,0.484325841758178,0.843122251407311,0.908991872611355,NC
TMEM265,0.561592312226543,0.474985909846387,0.840856451314632,0.90308167641725,NC
TMEM30A,-0.0114583870517601,0.966938516535949,0.989040246222046,1,NC
TMEM33,-0.0754803458357608,0.909139615493661,0.974020715496058,0.963698139110664,NC
TMEM35A,0.0998901641516816,0.608324223418675,0.881429410589927,0.932312088014773,NC
TMEM38B,0.221687310756934,0.662664396474268,0.895569752258913,0.927951356948925,NC
TMEM39A,-0.249719521348798,0.773768606919238,0.931015078602069,0.925964377519752,NC
TMEM41A,-0.0206971202559826,0.924250249138595,0.976324182671781,0.987010649196769,NC
TMEM44,-0.810186628399926,0.15014341640195,0.738408351445407,0.665079886725447,NC
TMEM47,0.0433011936044325,0.871561094485846,0.962333640011135,0.993267217971165,NC
TMEM50B,-0.587633721147043,0.33498124566635,0.795001584535477,0.856323143729634,NC
TMEM53,-0.533913683228598,0.399625632736881,0.814736460992231,0.963698139110664,NC
TMEM59,-0.501519658976884,0.262287986262524,0.773118068118475,0.832787829165048,NC
TMEM59L,0.00339598376219596,0.991131136932683,0.997196176909947,1,NC
TMEM63B,0.0650679494064301,0.813029377068009,0.944541005185756,0.965078247866184,NC
TMEM63C,0.258390641276904,0.0639712521482841,0.725842383062496,0.849938405798809,NC
TMEM64,0.42725222396353,0.231673771823222,0.763127973966591,0.823050500574364,NC
TMEM65,-0.58738419343015,0.0465607247447977,0.725842383062496,0.676747108010778,NC
TMEM68,0.107080701885066,0.753911473316051,0.925638277566808,0.941145084085909,NC
TMEM70,-0.575831463599318,0.37499718972974,0.811793177691196,0.858256101281194,NC
TMEM74B,-0.521185734156133,0.286190406650403,0.776087007582496,0.849938405798809,NC
TMEM79,0.20374881575347,0.366345593441475,0.81072196739751,0.849938405798809,NC
TMEM86A,0.10741255423829,0.648949452742678,0.894950733406312,0.984352359566902,NC
TMEM87A,-0.150621104753085,0.417892754685887,0.819764227648954,0.921197618486415,NC
TMEM87B,0.0214796776215787,0.933921901918112,0.979769183441661,1,NC
TMEM8A,0.556636261877519,0.0421319451965659,0.724987505028365,0.474508444959861,NC
TMEM8B,-0.737188008574252,0.360867895982767,0.808037734425115,0.865210992194945,NC
TMEM9,0.289132934430383,0.318428611362277,0.791581534570342,0.849938405798809,NC
TMEM91,0.0708927629809351,0.906514663016922,0.973780897880114,0.961793228564205,NC
TMEM97,0.0659578945877694,0.741094423628633,0.921519748259715,0.961831267719445,NC
TMEM98,-0.258909193810923,0.666090413923254,0.895569752258913,0.91302009908355,NC
TMEM9B,-0.35763572748359,0.367465226836382,0.81072196739751,0.855041673193879,NC
TMF1,-0.199912970949691,0.574546651424655,0.869921467899958,0.935598812000841,NC
TMOD2,0.322715992826313,0.291507920919691,0.778817848963149,0.875964754261412,NC
TMOD3,-0.119032608009918,0.632826542430785,0.891484390520805,0.925550183689259,NC
TMPO,0.680110918499219,0.0325464071548498,0.700257668003997,0.63061554272671,NC
TMSB10,0.176531283538819,0.719215646084315,0.917465404712542,0.943152826810542,NC
TMSB4X,0.253913146131916,0.157350933700103,0.738408351445407,0.819184234033478,NC
TMTC1,0.666628701562405,0.170220476426438,0.738408351445407,0.78850326951852,NC
TMTC2,0.0666372750843491,0.759807433962401,0.926147393137381,0.969261948922671,NC
TMTC3,0.38795264330829,0.0342540827469409,0.700257668003997,0.783341286333707,NC
TMX1,-0.072389681678863,0.75272513303299,0.925638277566808,0.971304472557629,NC
TMX3,0.214552899686694,0.253098904863387,0.767995663743616,0.904574480495984,NC
TMX4,0.0185500761951194,0.942320051519972,0.983724463356079,0.993468665913033,NC
TNC,-0.296700215759341,0.356557874047451,0.806975832138708,0.831518361736572,NC
TNFAIP3,0.333040343992301,0.160863382377117,0.738408351445407,0.867918022958535,NC
TNFAIP8,0.819781763697493,0.094422516110077,0.727985387661265,0.831472250336244,NC
TNFRSF12A,-0.221677762547718,0.394942718337727,0.814719822384862,0.917970255895211,NC
TNFRSF19,0.301378610042321,0.166063717926977,0.738408351445407,0.819472579565147,NC
TNFRSF21,0.164111713354745,0.500011478529429,0.845742675243004,0.88730081484596,NC
TNIK,0.250780646067301,0.185383239550139,0.742695262191925,0.841465362610732,NC
TNIP1,1.39854243329795,0.00219735140934212,0.498470077692847,0.0190805121473746,UP
TNKS,0.300998274583825,0.313388993661646,0.790462294596591,0.920013227527981,NC
TNKS2,0.108112076294595,0.678890048818635,0.901998373867384,0.963222148963203,NC
TNPO1,0.0665979235031333,0.41259740876288,0.818093909423107,0.938178062856368,NC
TNPO2,0.203335024654579,0.482530271600644,0.843122251407311,0.894070305791239,NC
TNPO3,0.158927442703219,0.742834040451204,0.922820439608148,0.964933339913824,NC
TNRC6A,0.129673651157324,0.476849581269353,0.841551860205602,0.918169100268986,NC
TNRC6C,0.163480428344364,0.518806134770808,0.85208849181309,0.931824333536649,NC
TNS1,0.377522768597384,0.182891539145288,0.741528852169838,0.804556802945589,NC
TOB2,0.416622354239065,0.177444000108459,0.738408351445407,0.802921118868681,NC
TOGARAM1,-1.00459568575026,0.125131781146533,0.737906535562952,0.549061953836887,NC
TOLLIP,-0.507138901503605,0.00473248185191944,0.498470077692847,0.548463897054879,NC
TOM1L1,-0.431497297807407,0.0885320654379592,0.727985387661265,0.858256101281194,NC
TOM1L2,0.606816774552527,0.0450666090101499,0.725842383062496,0.648175147036113,NC
TOMM20,0.380250777894298,0.0448566194952995,0.725842383062496,0.668202262042242,NC
TOMM34,0.166248108100366,0.47108972719173,0.839069453853543,0.905708801404685,NC
TOMM40,0.0721490206577331,0.847442140554704,0.954777435262566,0.981122049855651,NC
TOMM40L,-0.0125686740742843,0.959876448860074,0.988040903018722,0.997892578543103,NC
TOMM5,0.0354274963653953,0.917255757991677,0.974572797770355,0.990492907132749,NC
TOP1,-0.078063207080129,0.724724389831072,0.918907776220622,0.956360643969302,NC
TOP2A,-0.00946938000518993,0.973839736887392,0.992228542087495,1,NC
TOPBP1,-0.278691356718891,0.543569409337219,0.861487908425455,0.884753540904221,NC
TOPORS,-0.0635525797219225,0.921864684064003,0.976254269042108,0.993537561029161,NC
TOR1AIP1,0.329587649003836,0.12118338975885,0.737906535562952,0.850299498865506,NC
TOR1AIP2,0.368400174951535,0.426909138797301,0.821275915511823,0.898934980281883,NC
TOR3A,0.329433883939761,0.28428779903304,0.776087007582496,0.861160509576095,NC
TOX,0.270768137659732,0.64791978434166,0.894950733406312,0.936396886011193,NC
TP53INP1,0.655779588534314,0.131908298261628,0.738346912667934,0.819184234033478,NC
TP53INP2,0.492449893621869,0.302685602233498,0.788220204169318,0.864366489473557,NC
TP53RK,-0.462649585571593,0.0646136928522447,0.725842383062496,0.764287940390768,NC
TPBG,-0.0611734068377103,0.838493126287609,0.953342016553331,0.994032345505516,NC
TPD52,0.0635728755042393,0.813864592292907,0.944892530580901,0.981122049855651,NC
TPD52L2,0.165421805986649,0.463598325118466,0.83677633103073,0.906340368221109,NC
TPM1,0.119337957956252,0.424172323303174,0.820337787976112,0.897448095643391,NC
TPM3,0.154671909071231,0.124230488436568,0.737906535562952,0.849949871647212,NC
TPM4,0.129415003379748,0.368944727988393,0.81072196739751,0.8839529998809,NC
TPMT,0.680522089448332,0.131303025925706,0.738346912667934,0.7909592107223,NC
TPP2,0.459315436997191,0.26415647775136,0.773118068118475,0.856323143729634,NC
TPPP,0.134945759476321,0.545716620319562,0.862325116241903,0.917970255895211,NC
TPPP3,0.545035471879512,0.0792243368938633,0.725842383062496,0.665079886725447,NC
TPR,0.0220038003689007,0.94635433211503,0.986547069701118,0.997892578543103,NC
TPRG1L,0.137258931432376,0.631331128313467,0.891360146642157,0.938178062856368,NC
TPRKB,1.00610598512722,0.010293415377506,0.601829624400948,0.450343124861241,NC
TPT1,0.402007611584486,0.190539157723056,0.742695262191925,0.841465362610732,NC
TRA2A,0.207035964416982,0.672877932680478,0.898859527541542,0.938178062856368,NC
TRA2B,0.303766958280721,0.133880723151886,0.738346912667934,0.824491101881246,NC
TRABD,-0.299739990436379,0.452936104049245,0.829214291623695,0.925964377519752,NC
