gene_id,Scramble-7d-1,Scramble-7d-2,Scramble-7d-3,TDP43KD-7d-1,TDP43KD-7d-2,TDP43KD-7d-3,gene_name
ENSG00000129007,79.2836424454919,21.3498055932397,48.9272687916715,119.236797627676,173.311952852507,139.080274094555,CALML4
ENSG00000129009,1.13505555522068,0,0,0,0,7.83176222607686,ISLR
ENSG00000129028,296.676662943789,376.29350994029,284.811692307818,379.968532760672,359.974286090268,321.334794131822,THAP10
ENSG00000129038,1118.27703448934,1158.96967465572,1222.67301740513,1547.13761297586,1349.82570538843,1169.67971157586,LOXL1
ENSG00000129055,1678.82111638917,1919.67406607119,2054.84090316731,2120.47122754486,1928.3728836224,2257.6052023704,ANAPC13
ENSG00000129071,1659.48085738637,1634.76621749558,1548.86020457549,886.566597817956,863.961729879103,693.565174217789,MBD4
ENSG00000129083,6379.62207444071,6371.5324976741,5855.32035033187,8765.10187394926,8655.09369252929,9563.05311166085,COPB1
ENSG00000129084,1708.65792091139,1990.64506369766,1758.86124512874,2317.33663668703,2120.7885136963,1802.24394524949,PSMA1
ENSG00000129103,1007.63907697483,1321.97256355188,1244.46486080638,451.018448729173,545.929848986876,348.953555771635,SUMF2
ENSG00000129116,2856.85981008929,2993.68795062364,3037.5081982012,3616.2422214595,4057.61856336312,3793.02836721496,PALLD
ENSG00000129128,1625.82379238932,1410.18797610509,1730.19232885122,3945.03545870827,4210.75525464906,4252.6356164364,SPCS3
ENSG00000129151,3.41475100878967,0,0.850423459839213,1.91997944411731,8.02011575672518,1.66755345752898,BBOX1
ENSG00000129158,829.578566293368,896.429076140488,815.208208795769,1193.20683852219,1067.52802387876,1311.64812088597,SERGEF
ENSG00000129159,1693.87395399862,1643.06180063131,1449.20891864793,3476.88919205853,3240.54624319223,3106.41214824113,KCNC1
ENSG00000129167,67.8180580710062,29.7134757485687,56.6244823139217,150.92960481967,121.976494975402,148.963509246792,TPH1
ENSG00000129187,1254.62455622929,1382.06584612126,1414.40863042755,1248.68824546991,1099.45889609534,1243.52085656552,DCTD
ENSG00000129194,52.6775787784486,49.7116459973871,34.6264088255457,64.8771356442705,59.4223088517598,76.919853069548,SOX15
ENSG00000129195,14.5074443724058,8.42854560002284,15.2378002186914,10.8055316460431,21.1308360959346,26.196878832496,PIMREG
